Channel ID,Channel Name,Description,View,Num Subscriber,Topic,Num Video
UC2fu6CiFfNYz5UFORvFyc0w,Vie Channel - MUSIC,"Vie Channel - MUSIC là kênh âm nhạc & giải trí chính thức của Vie Channel - nhà sản xuất, sở hữu và phát sóng những chương trình âm nhạc giải trí hot nhất Việt Nam như:
- The Masked Singer Vietnam 2022
- The Masked Singer Vietnam All-Star Concert 2022
- Rap Viet 2021
- Rap Viet 2020
- Rap Viet All-Star Concert 2021
- Chương trình âm nhạc và giải trí đêm Giao Thừa Sóng 18, Sóng 19, Sóng 20, Sóng 21, Sóng 22, Sóng 23

Tải app VieON tại: https://click.vieon.vn/wSBG/ytapp

Liên Hệ Tài Trợ & Quảng Cáo
► Hotline: 0907.950.371 (Mr. Đức Khoa)
► Email: khoa.nguyen@viechannel.vn hoặc sales@viechannel.vn

► Website: https://vieon.vn/
► Fanpage: https://www.facebook.com/vieonofficial/
► Tiktok: https://www.tiktok.com/@vieon.official
► Instagram: https://www.instagram.com/vieon.official/
",511224170,347000,"['Pop_music', 'Music_of_Asia', 'Entertainment', 'Music']",1178
UCETrW0knlcm6rrvlu07SxEg,Fendi Music,"Fendi Music Là Kênh Âm Nhạc Của Sea Team
----------------------------------------------------------------------------------
☞ LH: contact.seamediamusic@gmail.com
© Bản quyền Video thuộc về Fendi Music
© Copyright by Fendi Music  ☞ Do not Reup
",23132045,97900,"['Music', 'Electronic_music']",265
UCH-WdqIUg65rIxyrXXBdNpg,LV MUSIC,"Võ Thành Luân
———————————————————-
• Zalo: 0365060657
• Gmail: lv.contact.404@gmail.com",9450721,15700,"['Music', 'Electronic_music', 'Pop_music']",89
UCGymn1uw0YKH8CjT6nJ8RxQ,YukinoZ Music,"Hello everyone, I am Yukino

If you come by, you can support me to hear many new music videos and I hope you have a great time on my channel, have a nice day.
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

You think Forever and Eternity are the same thing. Because you never get it.
",2306149,5150,"['Music_of_Asia', 'Pop_music', 'Electronic_music', 'Music']",508
UC4L6cAm9LPirrd6Va-8NheQ,HOA HỒNG DẠI MUSIC,"HOA HỒNG DẠI MUSIC 🌹 SẢN XUẤT VÀ PHÁT HÀNH NHẠC HÀNG ĐẦU VIỆT NAM
nhạc remix, nhac remix, nhạc remix tik tok, remix, remix 2024, nhạc trẻ remix, nhac tre remix, nhạc tik tok, remix tiktok, tiktok remix, nhạc tiktok remix, nhạc tiktok,nhac tiktok, tik tok remix, nhạc, nhac, nhạc trẻ, nhạc trẻ remix 2024, nhac tre, nhạc remix tiktok, remix tik tok,  nhạc hot tiktok hiện nay, tiktok 2024, nhạc trẻ remix 2024 hay nhất hiện nay, nhạc hot tiktok, nhac tre remix 2024 hay nhat hien nay, remix tiktok 2024

Đơn vị phát hành nhạc EDM/Rap/Pop hàng đầu tại Việt Nam
Đã từng hợp tác với nhiều ca nghệ sỹ trong và ngoài nước, các nhà sản xuất âm nhạc số 1 Việt Nam
Là đơn vị sản xuất Beat Nhạc, Thu Âm, Phối Khí, Làm Video Clip chuyên nghiệp
Nhận Quảng bá sản phẩm của các nghệ sỹ trên nền tảng Youtube, Facebook, các nền tảng quốc tế.

☞ Contact: vietnambeats@gmail.com
☞ Fb Ad: Phùng Xuân Hoàng
Link fb Ad: https://www.facebook.com/hoangboiz102

LH Công Việc:
Hotline 1: 0888866667
Hotline 2: 0961828836
",1824495375,4240000,"['Electronic_music', 'Music', 'Pop_music']",11856
UCTCo2ltvOYJi563ei5VBE9A,Soothing Melody & Music,"🌞Hello! This is Soothing Melody & Music. Our channel makes music to help you focus on studying, reduce stress, anxiety and have a good sleep. We hope that you will overcome difficult stages. This will be a relaxing time for you guys. You can keep the video at low volume and start doing anything like studying, working, reading… or simply relaxing or getting a good night's sleep. Let's enjoy the moment!

🌿 Please Subscribe for more videos: https://www.youtube.com/channel/UCTCo2ltvOYJi563ei5VBE9A?sub_confirmation=1


►All rights belong to their respective owners.
✔ This video was given a special license directly from the artists and the right holders.
",3294220,9720,"['Music', 'Jazz', 'Christian_music']",225
UCuNvnwgXBxIdYL8v_i66XVg,Music Phố,"Music Phố Trực Thuộc Hệ Thống Mee Media 
----------------------------------------------------------------------------------
☞ LH: vantu@meemedia.net
© Bản quyền Video thuộc về Music Phố & Meow Muzik
© Copyright by Mee Media & Music Phố ☞ Do not Reup
",28590200,115000,"['Electronic_music', 'Music', 'Pop_music']",310
UCVX_4LoUm4mdZBPdpMJkkSQ,kno Music,"kno Music will take you to the soothing and relaxing world to deliver you the finest sleep and calmness.
Please enjoy the world of kno Music and always hope you have a wonderful day.

Every music is genuinely arranged, composed, and performed by kno. 
Reproducing all or any part of the contents is prohibited without permission.
All rights reserved to kno.
",86770891,215000,"['Music', 'Pop_music']",96
UCsMqGmYTX7gunovb7I4KZhA,K4 Music,"• K4 Music chúc các bạn nghe nhạc vui vẻ !
-----------------------------------------
© Mọi hình ảnh và âm thanh sử dụng trong video đều không thuộc về bản thân tôi, video chỉ mang tính chất giải trí, không có ý định xâm phạm bản quyền.
➤ Nếu có bất kì thắc mắc, khiếu nại về bản quyền xin vui lòng liên hệ với tôi :
Email : vvk4music@gmail.com",102562,138,"['Pop_music', 'Music', 'Electronic_music']",6
UChlcwJLWLQ26mDTUwjoDbjg,WM Music,"WM MEDIA là công ty sản xuất và truyền thông âm nhạc. Với hệ thống về âm nhạc phong phú, đã dạng, WM MEDIA hi vọng đem đến sự tươi mới trong âm nhạc cho nghệ sĩ và khán giả.
✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: contact@wmmusic.net

© Copyright WM Media
© Copyright by WM Media ☞ Do not Reup

",17319265,35300,"['Electronic_music', 'Music', 'Pop_music']",64
UCe8UjG9ecgPmIDgRvFsEW4g,Thiếu Nhi MUSIC,"★ Thiếu Nhi MUSIC Là kênh âm nhạc giải trí lành mạnh dành cho các em. Với những ca khúc như Vịt con lông vàng, Chú vịt nâu, Chú Heo Con, Một Con Vịt .. Cùng với phim Hoạt Hình thiếu nhi hay nhất. Bé ngoan giúp Mẹ thảnh thơi!!!
🔔  Nhấn Đăng Ký KÊNH và ẤN CHUÔNG để là người đầu tiên nhận được thông báo video mới của Thiếu Nhi MUSIC Nhé!
🎧 Chúc các Em nghe nhạc & Ca Hát Vui Vẻ !
❖ Các tác phẩm âm nhạc đã được cấp quyền Tác Giả bởi VCPMC HỢP ĐỒNG SỐ 296/2023/HĐQTGAN/MR
© Audio thuộc quyền sở hữu của B89 Media. Đề nghị các tổ chức, cá nhân không reup dưới mọi hình thức.
📧 Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền vui lòng liên hệ : b89team@gmail.com
☎ +84565555135
",431854979,700000,"['Film', 'Music', 'Entertainment']",37
UCdy5gC2jwAxTJlHN5tJEkXA,DJ TCT MUSIC OFFICIAL,"DJ TCT MUSIC tên thật là Tạ Công Tùng đến từ Hà Nội, bắt đầu theo đuổi đam mê từ năm 2012 với sở trường là dòng nhạc Vinahouse. Cùng với cách dẫn dắt nhạc lôi cuốn và kinh nghiệm lâu năm, TCT đang là một địa điểm cung cấp nhạc bay uy tín đối với người yêu nhạc khắp cả nước.
Liên hệ công việc: 0971345286",58624543,185000,"['Pop_music', 'Electronic_music', 'Music']",198
UCAJZAYpfUioh7M8uV8stfHg,SEA Music,,1130367,9550,"['Electronic_music', 'Music', 'Pop_music']",148
UCR2TTDk_ZdXYivvnoWxjNAw,HC Music,"❤ Ấn Đăng Ký kênh Để Ủng Hộ Mình Nha ❤
➤ KÊNH ÂM NHẠC THUỘC HỆ THÔNG BM MUSIC GROUP 
➤ ✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền:
► Phát Hành Âm Nhạc Số, Sản Xuất Âm Nhạc Độc Quyền Tại BM Music Group :
► Nhận Làm Beat, Remixes,... Hợp Tác Sản Phẩm Tác Quyền.
► Bản quyền thuộc về BM Music Group & Các Bên Liên Quan Vui lòng không đăng tải ca khúc này khi chưa được cấp tác quyền. LH Bản Quyền : betnation21@gmail.com
© Bản quyền video thuộc về BM Music Group
© Copyright by BM Music Group ☞ Do not Reup
➤ LIÊN HỆ HỢP TÁC QUẢNG BÁ 👉hcmussic@gmail.com
➤ TIKTOK CỦA MÌNH NÈ :https://www.tiktok.com/@hcmussic98
-------------------------------------------------------------
► Website: https://www.miimedia.net/
► Nếu có bất kỳ vấn đề nào liên quan đến bản quyền trong video, xin vui lòng liên hệ: contact@miimedia.net
► If you have any questions, complaints about image copyright as well as music included in the video, please contact the owner directly via Email: contact@miimedia.net
",9608869,34500,"['Pop_music', 'Independent_music', 'Electronic_music', 'Music']",46
UCaNBKw6R76kXS3jUIdI09hw,Soft Rock Music,"Hi everyone, thank you for your interest in our Soft Rock music channel. 
This is a channel for those who love gentle, melodious rock music. You'll enjoy songs from famous artists in rock history, such as Elton John, Bee Gees, Phil Collins, Eric Clapton, Chicago,  and many more. Our Soft Rock music channel will bring you a romantic, deep and pleasant music space.
Let's explore and enjoy the diverse music world of Soft Rock!",9536,34300,"['Pop_music', 'Rock_music', 'Music', 'Country_music', 'Christian_music']",0
UCIkIU9zKrTbw5JuCYI-D11A,Hozo Music Festival,"HOZO is an Annual International Music Festival hosted by Ho Chi Minh City, which takes place for the first time in Dec 2019 to promote values of music & culture, create high quality music space for international music artists, producers and audience.",762740,2470,"['Pop_music', 'Music', 'Electronic_music']",363
UCI2OiZs5aVcyBUBVsgovzng,YEAH1 MUSIC,"YEAH1 MUSIC - kênh giải trí âm nhạc lớn nhất dành cho giới trẻ tại Việt Nam. Nơi đăng tải các chương trình ca nhạc, và MV mới nhất của các ca sĩ đang HOT nhất hiện nay.

YEAH1 MUSIC - the most popular music channel in Vietnam. SUBSCRIBE to stay updated of our new videos.

Follow YEAH1 MUSIC để được cập nhật các thông tin mới và nhanh nhất:
+ Facebook: https://www.facebook.com/yeah1music
+ Instagram: https://www.instagram.com/yeah1music
",2421942641,3140000,"['Music', 'Performing_arts', 'Pop_music', 'Music_of_Asia', 'Entertainment', 'Lifestyle_(sociology)']",787
UCNq-kJDvreG6MBe18hJnVbQ,Awara Music,"► Awara Music :- Famous  Audio/Video Making & Relesing Company

► You Can Contact For  Audio /Video Making & Releasing  :- 09525653873/6201276332

► अगर आपको मेरा Audio/Video  पसंद आए to Plz Channal को Subscribe जरूर करें ... 

https://www.youtube.com/channel/UCNq-kJDvreG6MBe18hJnVbQ

► Not - अगर आप मेरा कोई भी Content को मेरे बिना इजाजत के Use करते है तो मेरी जिम्मेवारी नही होगी 

► © All Copyrights Reserved To Awara Music

► Awara Music ~ Pvt Ltd --- Music Production --- All India Reserved ......
........................................................................................................................................................................
► यदी आपको हमारे द्वारा Upload किसी भी विडीयो से कोई भी आपत्ती हो तो आप हमसे कन्टेक्ट जरुर करें 24 घंटे के अन्दर उस विडीयो को Remove कर दिया जायेगा
..........................................................................................................................................................................

",437013105,1210000,"['Music', 'Music_of_Asia']",2654
UCQGxATbsTxI-rwWsDNYFVKg,Music Passionate,"welcome to my channel where you can find the best Music that fits your Audio System
Don't forget to Subscribe & LIKE !



122 Herndon Mill Cir, # CL
Herndon, VA 20170-4478
United States
+1 703-481-6609",1793241,33900,"['Pop_music', 'Music', 'Jazz']",114
UCYEKRX-cAuxTjBY4tMbHReA,G5R MUSIC,"
",139220147,530000,"['Pop_music', 'Hip_hop_music', 'Electronic_music', 'Music']",757
UCprG5uvgUVRN5r6F8EW30nA,Nam Việt Music,"►Nam Việt Kênh Youtube Giải trí - Âm nhạc - Hài kịch phong phú nhất Việt Nam hiện nay.

♫ Nam Việt Music phát hành nhiều sản phẩm âm nhạc của các ca sĩ nổi tiếng : Quân AP, Trung Quân, Đức Phúc, Ngô Kiến Huy, Lâm Chấn Khang, Châu Khải Phong, Hồ Quang Hiếu, Khởi My, Saka Trương Tuyền, Phạm Trưởng, Lê Bảo Bình, Nguyễn Đình Vũ, Khánh Phương, Anh Quân Idol, Wendy Thảo và nhiều ca sĩ nổi tiếng khác.

♫ Đăng ký https://goo.gl/gwtY98 để theo dõi MV, Phim Ca Nhạc và Những Ca Khúc Nhạc Trẻ - Remix Mới và Nhất

Liên hệ bản quyền : copyrightnamviet@namvietmedia.com.vn hoặc copyright@metub.net

♫ Website: namvietmedia.vn",1790068585,3700000,"['Music_of_Asia', 'Electronic_music', 'Pop_music', 'Music']",1177
UC7CLR70PwAff4tBUavQ42cw,Freak D Music,"Orinn Music là đội ngũ sản xuất những dự án âm nhạc hàng đầu Việt Nam.

Nắm bắt được xu hướng nghe nhạc hiện nay, Orinn có thể hỗ trợ nghệ sĩ remake lại những giai điệu gốc để cho ra mắt một phiên bản mới viral hơn, trending hơn trên Facebook, Tiktok và Youtube.

Với hệ thống về âm nhạc hàng đầu tại Việt Nam, Orinn hi vọng đem đến sự tươi mới trong âm nhạc cho nghệ sĩ và khán giả nghe nhạc.

Mọi thông tin liên hệ tại: contact@orinn.net
",1246535477,1430000,"['Pop_music', 'Music']",338
UCQoIiXpOWLWAvqo8JCsQlEw,KING MUSIC,"➥ KINH MUSIC là Kênh tổng hợp - quảng bá sản phẩm âm nhạc của các DJ rộng rãi đến mọi người nghe ➥
Bấm Đăng Ký Kênh: ► https://www.youtube.com/@KingMusic_
Bấm Like Fanpage: ► https://www.facebook.com/kingmusic888
Bấm Follower TikTok: ► https://www.tiktok.com/@_nonstop.music_
 --------------------------------------- 
- Nếu các bạn đọc đến đây thì mình cảm ơn các bạn .
- Link nhạc mình để ở mô tả các bạn ấn vào link để nghe những bản nhạc chất lượng từ những DJ nhé.
- Nhạc hay ảnh đẹp nhớ Like ,Share , Đăng kí kênh nghe nhiều bản nhạc mới nhất nhé.
- Các bạn đăng kí kênh giúp mình lên 100.000sub nhé.
- Nếu có vấn đề bản quyền , hợp tác, đăng nhạc lên kênh.... liên hệ với mình qua mail: bootymotivation95@gmail.com
-----------------------------------------
If a video appears on our Channel and violates your copyright, please email us at bootymotivation95@gmail.com and we will remove the embedded video promptly
",590045,7550,"['Electronic_music', 'Music', 'Pop_music']",64
UCuOjFdUTw4wyWqMkUOHREzA,EDM For You Music,"Welcome to the music channel ""EDM For You Music"" which offers good EDM music, A division of EDM For You Group, Specializes in music production and publishing.
✔️ Stream/Download:
   • Spotify: http://spotify.edmforyou.net
   • AppleMusic: http://applemusic.edmforyou.net

✪ Follow Me :
   • Youtube: https://youtube.com/c/EDMForYouMusic2
   • Tiktok: http://tiktok.edmforyou.net
   • Facebook: http://facebook.edmforyou.net
   • Instagram: http://instagram.edmforyou.net
   • Website: https://edmforyou.net",171424711,672000,"['Electronic_music', 'Music']",32
UCKCzhWD9rOF74RbOnWXEj9w,Deluxe Music,"Orinn Music là đội ngũ sản xuất những dự án âm nhạc hàng đầu Việt Nam.

Nắm bắt được xu hướng nghe nhạc hiện nay, Orinn có thể hỗ trợ nghệ sĩ remake lại những giai điệu gốc để cho ra mắt một phiên bản mới viral hơn, trending hơn trên Facebook, Tiktok và Youtube.

Với hệ thống về âm nhạc hàng đầu tại Việt Nam, Orinn hi vọng đem đến sự tươi mới trong âm nhạc cho nghệ sĩ và khán giả nghe nhạc.

Mọi thông tin liên hệ tại: contact@orinn.net
",29034961,83900,"['Electronic_music', 'Music', 'Pop_music']",465
UCyxAR98DHx6S4dF3-T-iK5w,H2K Music,"Đây là kênh Youtube chính thức của H2K, Cập nhật những bản thu âm chất lượng
linhnd@bhmedia.vn
",87538877,579000,"['Hip_hop_music', 'Pop_music', 'Music', 'Electronic_music']",136
UCJSqD3sSdMr0mnSwv-_gD4Q,POPS Kids Music,"Xem ngay nhiều nội dung giải trí thiếu nhi trên ỨNG DỤNG POPS Kids: kids.pops.vn

Kênh nhạc thiếu nhi hay nhất dành cho bé yêu với các video ca nhạc, bài hát thiếu nhi vui nhộn, sôi động cùng nhiều nội dung thú vị. Đặc biệt: 
- Kho tàng video ca nhạc phong phú với sự thể hiện của các gương mặt nhỉ nổi tiếng: Bào Ngư, Bảo An, Nhật Lan Vy, Hà Mi, Phan Hiếu Kiên, Gia Khiêm, Nhóm Hoa Mặt Trời...
- Series ca nhạc thiếu nhi ""Mầm Chồi Lá"" được hàng triệu bạn nhỏ yêu thích 

Đăng ký và nhấn chuông để theo dõi nhiều sản phẩm mới trên POPS Kids Music!

▶️ Tải ứng dụng giải trí POPS dành cho gia đình: http://bit.ly/ungdungPOPS-1
▶️ Truy cập website POPS.vn để xem thêm nhiều nội dung cho thiếu nhi / Visit POPS.vn for more kids' content
▶️ Đăng ký/Subscribe POPS Kids Music Youtube ch: https://goo.gl/VSocwd
▶️ Theo dõi/Follow our Facebook: https://www.facebook.com/ pops.kids 
▶️ Theo dõi/Follow our Twitter: https://twitter.com/Pops_Vietnam",846903314,1340000,"['Music_of_Asia', 'Music', 'Pop_music']",1791
UCyKs4L4EULCfySbTybA9bAg,Music Brokers,"Music Brokers is the channel for extended playlists featuring your favorite versions of today's best music. Whether it's reggae, bossa or jazz covers, we represent the artists who love to give a new spin to contemporary classics. While we are best known for our first hits such as Bossa n' Stones and Jazz and '80s, our producers continue to release smooth and sultry covers with excellent musical arrangements such as the VIntage Café series and Jazz Sexiest Ladies, both well loved brands. We've developed a sound that is ideal for providing places of business such as restaurants, hotels, clubs, spas and shopping centers with soundtracks that evoke the warm sands of Brazil or Jamaica and the voices of our world famous vocalists, such as Karen Souza or Ituana. Welcome to the place where you'll always find the best tunes to keep you company, at work, in the gym or in the car.",802885155,1410000,"['Pop_music', 'Electronic_music', 'Music', 'Jazz', 'Music_of_Latin_America']",2660
UC3zwjSYv4k5HKGXCHMpjVRg,Epic Music VN,"Epic Music VN - Listen To Become A Legend
Epic Music Community where you can find the best of Epic music in many genres: Action, Battle, Adventure, Emotional, Fantasy, Heroic... And of course, our finest collection of Epic Cinematic, when music and movie combined to deliver a whole new experience.

🌴 Follow Us
• Facebook → https://emvn.co/facebook
• YouTube → https://emvn.co/youtube
• 2nd Channel → https://emvn.co/youtube2
• Spotify → https://emvn.co/spotify
• Discord →  https://emvn.co/discord

✉️ Hire Us
• Portfolio → https://emvn.co/portfolio
• Post-production service → phong@emvn.co
• License music in Vietnam → license@emvn.co 

⚡ Support Us
Become a Patron (monthly) → https://emvn.co/patreon
Buy us a coffee (one-time) → https://paypal.me/emvncoffee

📝 Submissions
• Music & Cinematic → http://emvn.co/submitMusic

COPYRIGHT © & FAQ 
• This video was given a special license directly from the artists visual and audio.
• All music on Epic Music VN are copyrighted

",408809911,1180000,"['Electronic_music', 'Music']",1657
UCWzZ5TIGoZ6o-KtbGCyhnhg,College Music,"At College Music, we find and showcase the latest work from up and coming artists. Whether you're about to go out, having a party or just relaxing; we aim to represent something exciting, attractive and inviting.  The name originated because a small group of friends while at college struggled to find music which had originality and didn't conform to the generic ""pop"" which was consistently released to the public. College Music is about new music from unheard artists and providing a platform for them to be heard by listeners like us. We firmly believe that a brand’s name, ethos, and content should all align together. For us, our name ties in perfectly. 

If for any reason you would like your work removed, contact us here:
copyright@collegemusic.co.uk

Music submissions: submissions@collegemusic.co.uk

Submit to our photo pool: https://photo.collegemusic.co.uk


",210844525,1220000,"['Electronic_music', 'Jazz', 'Hip_hop_music', 'Music']",1126
UCUgXK2UjZ8G_EM438aYkGrw,POPS MUSIC,"Kênh YouTube âm nhạc hàng đầu Việt Nam hiện nay.
POPS Music hiện đã và đang là đối tác của các ca sĩ, nghệ sĩ hàng đầu tại Việt Nam từ năm 2007 với nội dung âm nhạc mới hằng ngày. Tại POPS Music bạn có thể tìm thấy những bài hát nổi tiếng thuộc nhiều thể loại nhạc đa dạng như Pop, Bolero, EDM, Remix và những kênh ca sĩ hàng đầu hiện nay, các nhà sáng tác nhạc, soạn giả, các nhà sản xuất nội dung, ca sĩ hải ngoại nổi tiếng.

Ngoài ra bạn có thể:
Tải ứng dụng giải trí POPS dành cho gia đình / Download POPS app to enjoy family entertainment contents: http://bit.ly/app-POPSmusic-1
Truy cập website POPS.vn để xem thêm nhiều nội dung giải trí hay / Visit POPS.vn for more entertainment content: http://bit.ly/POPS-popsmusic-1
",8026981654,10000000,"['Music_of_Asia', 'Music', 'Pop_music']",18286
UC7bX_RrH3zbdp5V4j5umGgw,Relax Music,"""The best place for music lovers""

Welcome to Relax Music Records' official YouTube channel, the best place for music lovers.

We feature original music from artists at Relax Music Records across various genres like Jazz, Bossa Nova, Lofi, and Piano, which is perfect for promoting relaxation, reading, studying, working, sleeping, focusing, or creating a pleasant atmosphere during dinner. Furthermore, it can serve as background music for any event in your life. 

Expect daily uploads and Join Us Everywhere ► https://fanlink.to/relax-music   
",320014239,1460000,"['Jazz', 'Music_of_Latin_America', 'Music', 'Christian_music']",1527
UC5rjvXCo0zQrxVryLSI8-PA,Viking Music,"Wellcome To Channel..!
✔Please guys help and support this channel. THANK YOU SOO MUCH GUYS FOR LISTENING, hope you guys enjoy to listen my music.
✅ Subscribe My Channel to update new videos
✅Help Us to Get 100.000 Subscribers, PLEASE !!!: 

✐ All video is purely fan-made, if you (owners) want to remove this video, please CONTACT US DIRECTLY before doing anything. We will respectfully remove it.
💌hosynham.na@gmail.com💌

✐ Music in my videos owned by Danheim
✐ A special thanks to the Danheim who gave me permission to use their songs in our videos.
",24876784,107000,['Music'],636
UCmk1rFqvFfPNEPRpcBGYLWg,Accord Electronic Music,"👋 Welcome to the Accord Electronic Music channel 👋

➡️ Accord Electronic Music channel is a fantastic place for you to find energetic and lively music suitable for parties and gatherings. We take pride in providing you with dance, EDM, Pop, Hip-hop, and Various other genres of music that guarantee a fun and dynamic experience ⬅️

🔔 We aspire for the Accord Electronic Music channel to become your favorite destination, where you can find suitable music for every occasion and bring joy to your daily life. Don't forget to hit the ""Subscribe"" button to never miss any new music videos or special events on our channel 🔔

✴️ Together, let's embrace the lively rhythms and make each party an unforgettable experience ✴️

✪ Contact name: informoonstudio.sunnymedia@gmail.com

",5586191,22100,"['Electronic_music', 'Music', 'Pop_music']",190
UCeECfvoIs4UiCNELf24y1dA,EAS Music Channel,"Founded in 2007, EAS Music Channel grew steadily through its first two years, becoming the high quality and best music services to the professional market. During 2009 - 2014, DVDs and CDs duplication services began at our main plant in Ho Chi Minh City, Vietnam. As the demand for high quality and professional products, our production expanded to keep pace.
During the late 2015, we have found ‘EAS Media Team’ to manage and beginning to produce music online via streaming services such as Youtube, Facebook and Vimeo. 
In 2020, we have make some new remaster tracks which were professionally enhanced quality in each music videos and audio tracks. With music videos, we have reached the high resolution video upto 4K with HD audio (32-bit) in progress.
",43604414,85400,"['Pop_music', 'Music']",275
UCMXo-OZdxSWVXXvY072b_cQ,Nhật Lê Music,"Nhật Lê Music

",48834904,56200,"['Entertainment', 'Film']",267
